# Index	M_int	Con
489	3.575909e+11	1.870665e+02
490	2.740773e+11	2.744366e+02
491	3.231000e+11	2.222503e+01
492	2.480496e+11	1.794280e+02
493	4.488709e+11	9.263921e+01
494	6.778579e+11	1.265732e+03
495	3.506506e+11	7.061441e+02
496	3.303396e+11	1.105638e+02
497	2.435418e+11	3.149581e+03
498	4.670962e+11	6.448314e+02
499	6.392494e+11	1.841291e+02
500	4.001635e+11	7.236203e+02
501	2.798723e+11	3.832165e+01
502	3.633043e+11	2.553857e+02
503	2.998374e+11	3.598452e+00
504	1.917639e+11	2.550572e+02
505	4.462345e+11	9.263516e+01
506	3.245652e+11	2.076428e+02
507	1.813890e+11	3.910909e+01
508	3.365818e+11	2.003619e+03
509	3.300629e+11	3.827477e+02
510	2.498316e+11	2.882294e+01
511	3.658090e+11	2.904518e+03
512	2.164448e+11	7.910983e+01
513	4.005993e+11	4.327494e+02
514	5.008280e+11	4.963355e+02
515	4.183433e+11	4.388827e+02
516	4.224088e+11	2.771722e+01
517	4.096638e+11	1.501957e+03
518	2.914456e+11	1.808041e+03
519	2.295803e+11	2.946978e+01
520	2.697633e+11	2.013361e+02
521	2.983859e+11	5.296471e+01
522	5.038148e+11	5.232579e+02
523	5.582817e+11	1.954119e+02
524	4.096251e+11	3.344015e+02
525	4.119158e+11	2.267820e+02
526	4.310837e+11	4.054476e+01
527	3.885890e+11	4.526602e+02
528	2.984129e+11	6.371162e+01
529	3.347619e+11	4.167647e+02
530	2.987056e+11	5.552051e+01
531	3.407198e+11	3.543242e+02
532	4.097585e+11	7.696647e+00
533	4.622833e+11	1.286792e+02
534	3.649847e+11	1.916863e+02
535	4.411569e+11	1.287384e+02
536	3.493091e+11	1.118955e+03
537	3.511915e+11	6.645874e+02
538	3.915561e+11	2.711386e+03
539	3.055055e+11	9.898921e+01
540	2.073886e+11	3.591094e+02
541	3.653045e+11	3.300122e+05
542	3.294357e+11	3.105498e+02
543	2.235549e+11	1.419187e+01
544	4.664701e+11	6.513786e+00
545	4.006783e+11	5.387065e+02
546	2.841055e+11	6.860494e+02
547	3.320253e+11	3.278294e+01
548	1.487976e+11	2.342274e+02
549	3.847411e+11	6.784167e+02
550	4.786349e+11	4.669879e+02
551	2.363703e+11	8.038091e+02
552	1.862371e+11	1.156922e+01
553	2.845049e+11	1.087983e+02
554	2.304696e+11	2.220973e+01
555	3.361761e+11	4.916281e+02
556	2.085092e+11	5.502207e+00
557	3.331177e+11	1.967853e+02
558	3.599509e+11	4.575678e+02
559	3.259453e+11	1.284568e+02
560	4.208036e+11	1.443885e+03
561	3.379081e+11	6.846929e+00
562	2.901478e+11	5.800936e+02
563	3.278598e+11	4.316601e+02
564	3.903995e+11	1.506152e+02
565	3.859164e+11	6.673340e+02
566	3.262235e+11	3.857784e+01
567	4.961437e+11	8.886693e+02
568	4.093428e+11	2.620236e+02
