# Index	M_int	Con
579	2.424363e+11	4.872552e+00
580	2.526831e+11	4.085104e+01
581	2.183691e+11	2.449091e+01
582	2.446805e+11	3.786149e+00
583	1.810013e+11	6.301756e+01
584	2.216401e+11	1.713875e+01
585	2.817723e+11	4.243575e+01
586	3.057919e+11	1.678686e+01
587	5.238902e+11	3.641895e+01
588	1.281143e+11	9.893080e+00
589	3.681698e+11	1.670116e+01
590	2.847647e+11	4.766170e+01
591	5.680031e+11	2.365012e+00
592	2.369822e+11	4.495380e+01
593	1.994310e+11	2.508612e+01
594	3.766057e+11	5.866421e+01
595	2.433909e+11	2.644631e+00
596	4.745311e+11	6.027724e+01
597	1.858236e+11	4.340560e+01
598	2.339541e+11	3.452644e+01
599	2.490756e+11	4.417809e+01
600	2.650157e+11	2.015657e+00
601	4.041170e+11	4.246131e+01
602	4.300935e+11	4.900629e+01
603	2.414402e+11	4.951075e+01
604	3.483648e+11	1.700965e+01
605	2.292157e+11	2.556447e-03
606	3.587888e+11	6.883499e-01
607	2.696995e+11	1.462992e+01
608	3.361682e+11	2.281904e+01
609	3.164832e+11	5.564553e+01
610	5.087302e+11	3.607243e-03
611	2.900335e+11	3.243844e+01
612	1.808638e+11	2.676500e+01
613	3.969836e+11	2.927344e+01
614	4.582183e+11	3.145605e+01
615	3.034872e+11	1.213116e+01
616	1.514166e+11	3.291457e+01
617	3.527788e+11	3.279332e+01
618	1.895013e+11	7.383620e+01
619	3.229206e+11	3.506572e-03
620	2.159500e+11	7.542747e+01
621	2.945177e+11	2.168697e+01
622	2.454565e+11	2.058384e+01
623	3.388633e+11	3.128332e+01
624	1.486115e+11	3.404383e+00
625	2.017276e+11	1.770380e+01
626	4.050962e+11	2.824898e+01
627	3.902723e+11	4.143153e+01
628	1.578402e+11	2.083859e-03
629	2.323812e+11	2.079873e+01
630	2.232233e+11	2.576096e+01
631	3.848707e+11	1.013648e+01
632	2.683862e+11	4.592760e+01
633	2.218754e+11	1.068180e+00
634	2.632559e+11	4.245338e+01
635	3.349122e+11	1.297519e+01
636	3.869214e+11	4.161276e+01
637	1.831534e+11	4.815958e+01
638	2.367378e+11	1.819913e+01
639	3.277704e+11	2.840966e+01
640	1.802335e+11	2.117108e+00
641	3.141326e+11	4.044981e+01
642	1.760637e+11	5.761390e+00
643	2.103421e+11	5.129015e+01
644	2.962148e+11	2.599765e+01
645	2.898845e+11	9.456173e+00
646	3.619775e+11	6.981464e+01
647	3.348735e+11	2.804092e+01
648	3.234154e+11	5.796205e+01
649	1.582170e+11	7.365209e+00
650	4.190175e+11	3.118520e+01
651	3.340788e+11	1.487596e+01
652	2.804237e+11	3.244008e+01
653	1.741554e+11	4.013690e+01
654	4.247142e+11	3.679743e+01
655	6.170768e+11	6.360064e+00
656	1.385194e+11	1.038971e+01
657	4.259445e+11	3.515665e+01
658	2.362377e+11	4.241513e+00
659	3.595982e+11	5.208064e+01
660	1.888689e+11	1.670271e+00
661	1.939195e+11	2.188639e-03
662	3.454741e+11	2.687916e+01
663	4.582493e+11	5.665365e+00
664	2.152842e+11	4.585799e+01
665	3.032650e+11	1.019818e+01
666	2.724246e+11	4.540666e+01
667	2.747773e+11	2.527561e+01
668	1.995461e+11	7.253033e+01
669	2.138724e+11	1.732323e+01
670	4.144836e+11	8.560957e+00
671	1.912604e+11	3.728923e+01
672	2.823340e+11	7.404962e+00
673	3.836947e+11	6.111084e-01
674	1.531667e+11	2.552754e+01
675	3.606347e+11	2.978760e+01
676	4.350570e+11	2.063676e+01
677	1.383331e+11	4.471406e-02
678	5.932591e+11	2.419322e+01
679	3.089472e+11	3.602845e+01
680	3.244700e+11	2.519328e+01
681	1.872256e+11	4.757235e+01
682	3.403812e+11	2.971096e+01
683	4.495815e+11	3.802902e+01
684	3.398014e+11	7.319113e+00
685	1.737385e+11	2.617734e+00
686	2.537325e+11	4.873243e+01
687	2.604036e+11	6.830661e+00
688	3.449543e+11	1.801053e+01
689	3.495201e+11	1.878429e+01
690	2.449547e+11	8.259029e+01
691	2.097212e+11	1.268557e+01
692	2.829134e+11	2.506691e+01
693	2.229721e+11	2.600607e+01
694	3.587167e+11	7.068888e+00
695	3.966648e+11	3.816289e+01
696	3.784271e+11	2.151646e+01
697	3.672358e+11	3.180247e+01
698	4.510443e+11	4.028186e+01
699	2.843572e+11	4.389976e+01
700	1.592810e+11	2.200753e-03
701	3.867030e+11	4.217336e+00
702	2.422910e+11	3.033793e+01
703	2.870281e+11	3.640825e+01
704	1.129463e+11	2.594027e+01
705	2.491710e+11	4.593339e+01
706	3.117310e+11	3.201112e+01
707	2.291338e+11	1.160140e+01
708	2.312373e+11	2.727167e+01
709	2.171613e+11	4.097438e+01
710	2.217872e+11	8.558575e+00
711	2.547258e+11	2.470110e+01
712	1.434840e+11	3.435375e+00
713	2.393958e+11	2.830469e+01
714	2.612922e+11	1.773141e+00
715	5.832232e+11	1.265419e+01
716	2.293646e+11	6.373174e+01
717	2.363465e+11	1.149241e+01
718	2.948827e+11	3.341459e+01
719	3.212788e+11	3.276482e+01
720	2.275438e+11	4.353951e+01
721	3.159230e+11	4.504406e+00
722	3.296238e+11	4.893620e+01
723	4.104801e+11	9.724206e+00
724	2.857241e+11	2.623487e+01
725	3.626556e+11	1.819357e+01
726	2.753789e+11	1.759799e+01
727	3.272378e+11	3.966326e+01
728	3.225111e+11	1.414336e+01
729	2.104006e+11	3.728330e+01
730	4.174114e+11	1.359791e+01
731	4.393719e+11	4.951083e+01
732	4.637363e+11	2.613032e+01
733	3.913758e+11	3.233460e+01
734	2.356087e+11	4.550193e+01
735	2.768318e+11	1.048869e+01
736	1.448763e+11	2.113765e+00
737	2.614747e+11	9.520680e+01
738	3.359687e+11	1.368265e+01
739	2.343120e+11	3.942724e+01
740	1.536299e+11	3.822763e-01
741	2.025633e+11	6.398836e-01
742	2.224827e+11	9.781829e+01
743	4.068323e+11	5.665511e+00
744	3.440940e+11	4.835726e+01
745	1.940793e+11	1.917842e+01
746	3.473702e+11	2.457945e+01
747	2.563510e+11	2.053111e+00
748	2.312081e+11	3.630083e+01
749	2.502517e+11	6.514456e+01
750	1.905694e+11	1.594129e+00
751	4.335279e+11	3.720700e+01
752	3.325232e+11	1.980797e+01
753	3.798757e+11	4.440053e+01
754	3.820223e+11	5.972147e+00
755	3.222046e+11	3.989265e+01
756	2.699174e+11	3.456410e+01
757	3.707952e+11	2.643026e+00
758	2.269197e+11	1.108879e+01
759	1.794552e+11	3.796199e+01
760	2.577295e+11	5.913488e+01
761	2.446724e+11	2.592121e+01
762	3.581663e+11	5.526813e+01
763	2.229830e+11	7.854269e+00
764	1.855462e+11	1.266992e+00
765	3.003016e+11	3.142387e+01
766	2.180094e+11	2.429106e+01
767	2.279809e+11	5.884953e+01
768	3.405930e+11	2.401461e+00
769	3.883121e+11	4.919851e+01
770	2.773738e+11	4.437605e+01
771	3.713178e+11	2.952806e-03
772	2.715414e+11	1.684898e+01
773	2.173154e+11	6.376263e+01
